fname,codec,effort,quality,outname,size,enc_time,perf,dssim
munhell,libavif,5,10,munhell.s5.q10,20427,0.6794676780700684,0.23145619000847048,0.0
munhell,webp,5,10,munhell.q50,10320,0.057787418365478516,2.72147475087673,0.0
munhell,libavif,6,10,munhell.s6.q10,21747,0.4233438968658447,0.371487580579996,0.0
munhell,libavif,7,10,munhell.s7.q10,24763,0.2913992404937744,0.5396959845657522,0.0
munhell,webp,7,10,munhell.q50,10320,0.057787418365478516,2.72147475087673,0.0
munhell,libavif,8,10,munhell.s8.q10,25052,0.12041711807250977,1.3060186335409631,0.0
munhell,libavif,5,12,munhell.s5.q12,19683,0.6995759010314941,0.2248033412359069,0.0
munhell,webp,5,12,munhell.q50,10320,0.057787418365478516,2.72147475087673,0.0
munhell,libavif,6,12,munhell.s6.q12,20962,0.44583559036254883,0.3527466254367717,0.0
munhell,libavif,7,12,munhell.s7.q12,23706,0.29135680198669434,0.5397745957109388,0.0
munhell,webp,7,12,munhell.q50,10320,0.057787418365478516,2.72147475087673,0.0
munhell,libavif,8,12,munhell.s8.q12,24066,0.11717486381530762,1.3421564564212856,0.0
munhell,libavif,5,14,munhell.s5.q14,19076,0.707172155380249,0.22238856380796976,0.0
munhell,webp,5,14,munhell.q50,10320,0.057787418365478516,2.72147475087673,0.0
munhell,libavif,6,14,munhell.s6.q14,20412,0.45037412643432617,0.34919190683777607,0.0
munhell,libavif,7,14,munhell.s7.q14,22962,0.284670352935791,0.552453033405528,0.0
munhell,webp,7,14,munhell.q50,10320,0.057787418365478516,2.72147475087673,0.0
munhell,libavif,8,14,munhell.s8.q14,23375,0.11963319778442383,1.3145765800174578,0.0
munhell,libavif,5,16,munhell.s5.q16,18516,0.6378777027130127,0.24654726028377252,0.0
munhell,webp,5,16,munhell.q50,10320,0.057787418365478516,2.72147475087673,0.0
munhell,libavif,6,16,munhell.s6.q16,19892,0.46474766731262207,0.33839223101298777,0.0
munhell,libavif,7,16,munhell.s7.q16,22002,0.3047304153442383,0.5160856681219155,0.0
